User_ID,Date,Sleep Duration (Hours),Sleep Quality,Bedtime,Wake-up,Study/Work,Productivity Level,Exercise(Minutes),Exercise Type,Screen Time,Primary Screen Activity,Mood Score,Stress Level,Caffeine Intake (Liters),Water Intake (Liters),Habit_Score,Day_Number,Drift_Score
User_07,20/07/2026,9.5,10,00:00:00,08:30:00,2,3,0,None,7,Mixed Usage,5,8,0.2,3,41.5,24,-11.39583333
User_07,21/07/2026,8,9,00:30:00,07:30:00,5,6,7,Walking,6,Mixed Usage,4,9,0.4,3,46.52083333,25,5.020833333
User_07,22/07/2026,7,8,00:30:00,07:30:00,3,3,0,None,7,Mixed Usage,3,8,0.4,3,35.75,26,-10.77083333
User_07,23/07/2026,7,8,00:30:00,07:30:00,3,3,0,None,7,Mixed Usage,3,8,0.4,3,35.75,27,0
User_07,24/07/2026,8,8,00:30:00,07:30:00,3,3,0,None,7,Mixed Usage,3,8,0.4,3,35.75,28,0
User_07,25/07/2026,7,8,00:30:00,07:30:00,3,3,0,None,7,Mixed Usage,3,8,0.4,3,35.75,29,0
User_07,26/07/2026,8,8,00:30:00,07:30:00,3,3,0,None,7,Mixed Usage,3,8,0.4,3,35.75,30,0
User_08,27/06/2026,7,6,23:00:00,07:30:00,5,9,0,None,5,Mixed Usage,10,6,1,2,57.41666667,1,0
User_08,28/06/2026,8,6,23:00:00,07:30:00,5,9,0,None,5,Mixed Usage,10,6,1,2,57.41666667,2,0
User_08,29/06/2026,7,6,23:00:00,07:30:00,5,9,0,None,5,Mixed Usage,10,6,1,2,57.41666667,3,0
User_08,30/06/2026,6,6,23:00:00,07:30:00,5,9,0,None,5,Mixed Usage,10,6,1,2,57.41666667,4,0
User_08,01/07/2026,7,6,23:00:00,07:30:00,5,9,0,None,5,Mixed Usage,10,6,1,2,57.41666667,5,0
User_08,02/07/2026,6,7,22:00:00,08:00:00,6,10,10,Walking,4,Mixed Usage,10,10,2,4,59.625,6,2.208333333
User_08,03/07/2026,6,7,22:00:00,08:00:00,6,10,10,Walking,4,Mixed Usage,10,10,2,4,59.625,7,0
User_08,04/07/2026,8,9,23:00:00,07:00:00,7,8,2,Walking,4,Nothing ,10,9,2,4,62.375,8,2.75
User_08,05/07/2026,7,9,23:00:00,07:00:00,7,8,2,Walking,4,Nothing ,10,9,2,4,62.375,9,0
User_08,06/07/2026,6,9,23:00:00,07:00:00,7,8,2,Walking,4,Nothing ,10,9,2,4,62.375,10,0
User_08,07/07/2026,8,9,23:00:00,07:00:00,7,8,2,Walking,4,Nothing ,10,9,2,4,62.375,11,0
User_08,08/07/2026,7,6,23:00:00,07:30:00,5,9,0,None,5,Mixed Usage,10,6,1,2,57.41666667,12,-4.958333333
User_08,09/07/2026,7,6,23:00:00,07:30:00,5,9,0,None,5,Mixed Usage,10,6,1,2,57.41666667,13,0
User_08,10/07/2026,6,6,23:00:00,08:00:00,5,6,5,Walking,4,Mixed Usage,10,3,2,4,57.0625,14,-0.3541666667
User_08,11/07/2026,6,6,22:01:00,08:08:00,7,8,2,Walking,4,Mixed Usage,10,10,2,4,55.375,15,-1.6875
User_08,12/07/2026,7,9,23:01:00,07:45:00,5,8,10,Walking,5,Mixed Usage,8,5,2,4,60.54166667,16,5.166666667
User_08,13/07/2026,8,10,00:01:00,08:00:00,7,7,10,Walking,5,Mixed Usage,7,4,2,3,63.04166667,17,2.5
User_08,14/07/2026,8,8,23:01:00,07:00:00,6,8,10,Walking,4,Mixed Usage,9,6,2,4,61.125,18,-1.916666667
User_08,15/07/2026,9,9,22:01:00,07:30:00,5,6,10,Walking,4,Mixed Usage,8,7,2,4,56.375,19,-4.75
User_08,16/07/2026,6,7,22:00:00,08:00:00,6,10,10,Walking,4,Mixed Usage,10,10,2,4,59.625,20,3.25
User_08,17/07/2026,8,9,23:00:00,08:00:00,4,5,10,Walking,3,Mixed Usage,9,10,2,3,52.95833333,21,-6.666666667
User_08,18/07/2026,8,9,23:00:00,07:00:00,7,8,2,Walking,4,Mixed Usage,10,9,2,4,62.375,22,9.416666667
User_08,19/07/2026,5,3,01:30:00,06:00:00,12,10,1,Walking,2,Mixed Usage,6,8,2,4,56.22916667,23,-6.145833333
User_08,20/07/2026,7,8,00:30:00,09:00:00,7,9,1,Walking,3,Mixed Usage,10,10,2,3,61.64583333,24,5.416666667
User_08,21/07/2026,6,8,23:00:00,07:30:00,5,6,2,Walking,2,Mixed Usage,9,10,2,3,54.04166667,25,-7.604166667
User_08,22/07/2026,9,10,22:30:00,08:00:00,7,10,15,Walking,6,Mixed Usage,7,7,2,4,64.02083333,26,9.979166667
User_08,23/07/2026,9,9,22:45:00,07:45:00,5,8,15,Walking,4,Mixed Usage,8,6,2,2,60.6875,27,-3.333333333
User_08,24/07/2026,8,10,23:00:00,07:50:00,6,9,15,Walking,5,Mixed Usage,9,5,2,4,67.10416667,28,6.416666667
User_08,25/07/2026,8,10,00:00:00,08:00:00,4,10,15,Walking,4,Mixed Usage,9,5,2,3,66.9375,29,-0.1666666667
User_08,26/07/2026,8,9,23:00:00,07:00:00,7,8,2,Walking,4,Nothing ,10,9,2,4,62.375,30,-4.5625
